1669862518.918676,2
1669862519.024703,22
1669862519.133869,62
1669862519.242816,100
1669862519.352521,100
1669862519.461676,100
1669862519.570723,100
1669862519.680417,100
1669862519.789930,100
1669862519.904321,99
1669862520.016935,100
1669862520.128855,100
1669862520.238020,100
1669862520.347573,100
1669862520.456677,100
1669862520.566741,100
1669862520.676557,100
1669862520.786628,100
1669862520.896223,100
1669862521.006213,100
1669862521.123603,100
1669862521.232762,100
1669862521.342768,99
1669862521.445094,99
1669862521.547277,74
1669862521.649380,100
1669862521.751502,100
1669862521.853808,100
1669862521.964432,100
1669862522.074854,100
1669862522.184320,100
1669862522.293645,100
1669862522.403165,100
1669862522.513653,100
1669862522.630300,98
1669862522.740025,70
1669862522.849219,23
1669862522.959229,19
1669862523.068911,17
1669862523.179617,16
1669862523.281999,33
1669862523.384433,38
1669862523.493973,34
1669862523.604020,34
1669862523.713884,35
1669862523.851544,23
1669862523.960996,22
1669862524.071301,38
1669862524.181275,45
1669862524.285484,34
1669862524.395101,35
1669862524.505041,48
1669862524.614583,58
1669862524.724292,67
1669862524.841273,48
1669862524.951434,39
1669862525.061598,49
1669862525.171847,51
1669862525.281901,55
1669862525.391723,49
1669862525.501384,25
1669862525.612723,40
1669862525.722569,40
1669862525.832863,41
1669862525.949763,41
1669862526.059777,41
1669862526.169722,41
1669862526.279787,41
1669862526.383421,42
1669862526.493282,42
1669862526.603379,42
1669862526.713162,42
1669862526.823222,43
1669862526.933347,43
1669862527.043331,43
1669862527.160524,44
1669862527.270805,44
1669862527.373713,44
1669862527.483708,44
1669862527.593732,45
1669862527.703474,45
1669862527.813620,45
1669862527.923522,45
1669862528.033460,46
1669862528.143043,47
1669862528.258822,46
1669862528.368806,46
1669862528.478837,47
1669862528.588879,48
1669862528.698532,47
1669862528.809900,47
1669862528.919766,48
1669862529.026684,48
1669862529.136427,48
1669862529.246173,48
1669862529.355961,49
1669862529.472718,49
1669862529.583054,49
1669862529.692917,50
1669862529.802560,50
1669862529.912800,50
1669862530.022389,50
1669862530.132308,50
1669862530.238785,50
1669862530.348457,51
1669862530.458453,51
1669862530.566397,52
1669862530.683487,62
1669862530.793226,61
1669862530.904029,69
1669862531.010770,73
1669862531.120447,81
1669862531.230123,72
1669862531.334326,54
1669862531.444084,61
1669862531.555033,61
1669862531.664735,63
1669862531.774948,73
1669862531.891787,81
1669862531.996108,81
1669862532.108113,54
1669862532.218456,56
1669862532.328203,66
1669862532.438489,65
1669862532.548313,75
1669862532.658423,75
1669862532.768228,84
1669862532.878149,66
1669862532.984788,57
1669862533.101661,55
1669862533.211358,55
1669862533.321568,57
1669862533.431529,57
1669862533.541026,57
1669862533.651129,57
1669862533.761353,56
1669862533.867927,57
1669862533.984692,57
1669862534.094659,57
1669862534.211546,57
1669862534.321352,57
1669862534.431326,59
1669862534.541265,59
1669862534.651084,59
1669862534.760856,59
1669862534.871258,58
1669862534.980993,59
1669862535.091006,59
1669862535.200860,59
1669862535.318105,59
1669862535.428142,59
1669862535.538562,62
1669862535.648450,61
1669862535.758377,61
1669862535.863231,61
1669862535.972891,61
1669862536.083230,60
1669862536.193146,61
1669862536.303039,61
1669862536.419344,61
1669862536.533153,61
1669862536.643242,62
1669862536.753257,63
1669862536.858976,63
1669862536.968929,63
1669862537.078561,63
1669862537.188299,62
1669862537.298479,62
1669862537.408442,63
1669862537.518290,63
1669862537.635053,63
1669862537.744818,63
1669862537.854597,64
1669862537.958237,66
1669862538.067880,66
1669862538.177383,72
1669862538.287284,75
1669862538.397449,79
1669862538.507505,85
1669862538.617302,94
1669862538.727313,94
1669862538.859303,67
1669862538.969370,68
1669862539.079533,77
1669862539.189648,76
1669862539.299403,76
1669862539.409350,87
1669862539.519437,87
1669862539.628901,94
1669862539.745768,88
1669862539.855445,67
1669862539.965626,66
1669862540.075379,66
1669862540.185240,67
1669862540.295221,67
1669862540.405244,68
1669862540.510117,68
1669862540.620186,70
1669862540.730116,79
1669862540.840083,79
1669862540.956771,79
1669862541.066721,89
1669862541.176518,89
1669862541.286286,94
1669862541.396061,93
1669862541.505855,71
1669862541.615590,72
1669862541.725367,69
1669862541.835309,70
1669862541.945160,70
1669862542.061945,70
1669862542.171786,71
1669862542.282174,72
1669862542.392002,72
1669862542.501920,71
1669862542.611708,70
1669862542.721671,70
1669862542.831558,70
1669862542.941664,72
1669862543.051484,71
1669862543.168155,72
1669862543.278620,72
1669862543.388354,71
1669862543.498212,72
1669862543.608370,73
1669862543.718323,72
1669862543.828276,72
1669862543.937834,72
1669862544.048737,73
1669862544.158692,73
1669862544.273808,74
1669862544.383557,74
1669862544.493276,74
1669862544.603124,74
1669862544.712950,74
1669862544.823071,74
1669862544.932845,73
1669862545.042944,74
1669862545.152432,75
1669862545.262480,75
1669862545.372309,75
1669862545.489153,75
1669862545.598836,75
1669862545.708734,76
1669862545.818744,76
1669862545.928406,76
1669862546.038446,75
1669862546.148296,75
1669862546.258283,76
1669862546.368059,76
1669862546.477994,77
1669862546.594471,77
1669862546.703921,77
1669862546.813956,77
1669862546.923704,77
1669862547.033946,77
1669862547.143882,76
1669862547.253911,77
1669862547.363841,79
1669862547.475916,85
1669862547.585757,85
1669862547.702405,88
1669862547.812146,88
1669862547.922091,98
1669862548.031814,99
1669862548.141607,93
1669862548.251642,93
1669862548.361710,100
1669862548.471501,99
1669862548.581386,78
1669862548.690397,78
1669862548.807315,71
1669862548.917137,39
1669862549.027261,40
1669862549.137171,43
1669862549.249604,41
1669862549.360002,52
1669862549.470083,51
1669862549.580132,61
1669862549.690223,70
1669862549.796003,70
1669862549.919751,42
1669862550.032017,49
1669862550.141972,53
1669862550.251982,60
1669862550.361986,63
1669862550.471944,71
1669862550.584200,44
1669862550.693938,43
1669862550.803862,44
1669862550.920615,45
1669862551.030040,44
1669862551.139881,45
1669862551.249577,45
1669862551.359462,45
1669862551.469154,45
